Symphony $<text> $<selection> 3.6.0 $<started_on> $<tuesday:u>, $<june:u> 8, 2021, 12:43 PM
$(3091)KCAT.
$(3090)
$(1232)
$(1239)
$(3093)
20210608124352 BRS/Search-Engine v.62 started for seltext1
  1 records found for #56: "954925481621".NM02.
  1 records found for #58: "954925482630".NM02.
  1 records found for #60: "954925482645".NM02.
  1 records found for #62: "954925482647".NM02.
  1 records found for #64: "954925482649".NM02.
  1 records found for #66: "954925482650".NM02.
  1 records found for #68: "954925482651".NM02.
  1 records found for #70: "954925483656".NM02.
  1 records found for #72: "954925483678".NM02.
  1 records found for #74: "954925483680".NM02.
  1 records found for #76: "954925483681".NM02.
  1 records found for #78: "954925484698".NM02.
  1 records found for #80: "954925484702".NM02.
  1 records found for #82: "954925484708".NM02.
  1 records found for #84: "954925485711".NM02.
  1 records found for #86: "954925485712".NM02.
  1 records found for #88: "954925485713".NM02.
  1 records found for #90: "954925485719".NM02.
  1 records found for #92: "954925485724".NM02.
  1 records found for #94: "954925485735".NM02.
  1 records found for #96: "954925486748".NM02.
  1 records found for #98: "954925486750".NM02.
  1 records found for #100: "954925487777".NM02.
  0 records found for #101: "954925488808".NM02.
  1 records found for #103: "954925488809".NM02.
  1 records found for #105: "954925488810".NM02.
  1 records found for #107: "954925488811".NM02.
  1 records found for #109: "954925488818".NM02.
  1 records found for #111: "954925488820".NM02.
  1 records found for #113: "954925488821".NM02.
  1 records found for #115: "954925489825".NM02.
  1 records found for #117: "954925489841".NM02.
  1 records found for #119: "954925489844".NM02.
  1 records found for #121: "954925489846".NM02.
  1 records found for #123: "954925490856".NM02.
  1 records found for #125: "954925490857".NM02.
  1 records found for #127: "954925490860".NM02.
  1 records found for #129: "954925490862".NM02.
  1 records found for #131: "954925490871".NM02.
  1 records found for #133: "954925490873".NM02.
  1 records found for #135: "954925490874".NM02.
  1 records found for #137: "954925490875".NM02.
  1 records found for #139: "954925491883".NM02.
  1 records found for #141: "954925491884".NM02.
  1 records found for #143: "954925491887".NM02.
  1 records found for #145: "954925491890".NM02.
  1 records found for #147: "954925491895".NM02.
  1 records found for #149: "954925491902".NM02.
  1 records found for #151: "954925491903".NM02.
  1 records found for #153: "954925492904".NM02.
  1 records found for #155: "954925492907".NM02.
  1 records found for #157: "954925492910".NM02.
  1 records found for #159: "954925492912".NM02.
  1 records found for #161: "954925492913".NM02.
  1 records found for #163: "954925492920".NM02.
  1 records found for #165: "954925492932".NM02.
  1 records found for #167: "954925493934".NM02.
  1 records found for #169: "954925494979".NM02.
  1 records found for #171: "954925495011".NM02.
  1 records found for #173: "954925495017".NM02.
  1 records found for #175: "954925496034".NM02.
  1 records found for #177: "954925497057".NM02.
  1 records found for #179: "954925497063".NM02.
  1 records found for #181: "954925497070".NM02.
  1 records found for #183: "954925498071".NM02.
  1 records found for #185: "954925498077".NM02.
  1 records found for #187: "954925498079".NM02.
  1 records found for #189: "954925498084".NM02.
  1 records found for #191: "954925498091".NM02.
  1 records found for #193: "954925499108".NM02.
  1 records found for #195: "954925499116".NM02.
  1 records found for #197: "954925500124".NM02.
  1 records found for #199: "954925500133".NM02.
  1 records found for #201: "954925500138".NM02.
  1 records found for #203: "954925500139".NM02.
  1 records found for #205: "954925501159".NM02.
  1 records found for #207: "954925501172".NM02.
  1 records found for #209: "954925502189".NM02.
  1 records found for #211: "954925502191".NM02.
  1 records found for #213: "954925502200".NM02.
  1 records found for #215: "954925503207".NM02.
  1 records found for #217: "954925503211".NM02.
  1 records found for #219: "954925503212".NM02.
  1 records found for #221: "954925503220".NM02.
  1 records found for #223: "954925503223".NM02.
  1 records found for #225: "954925503225".NM02.
  1 records found for #227: "954925504231".NM02.
  1 records found for #229: "954925504233".NM02.
  1 records found for #231: "954925504241".NM02.
  1 records found for #233: "954925504245".NM02.
  1 records found for #235: "954925504251".NM02.
  1 records found for #237: "954925504253".NM02.
  1 records found for #239: "954925505256".NM02.
  1 records found for #241: "954925505257".NM02.
  1 records found for #243: "954925505258".NM02.
  1 records found for #245: "954925505260".NM02.
  1 records found for #247: "954925505270".NM02.
  1 records found for #249: "954925505277".NM02.
  1 records found for #251: "954925506286".NM02.
  1 records found for #253: "954925506288".NM02.
  1 records found for #255: "954925506294".NM02.
  1 records found for #257: "954925506297".NM02.
  1 records found for #259: "954925506306".NM02.
  1 records found for #261: "954925507324".NM02.
  1 records found for #263: "954925507335".NM02.
  1 records found for #265: "954925508344".NM02.
  1 records found for #267: "954925508346".NM02.
  1 records found for #269: "954925508365".NM02.
  1 records found for #271: "954925509378".NM02.
  1 records found for #273: "954925509382".NM02.
  1 records found for #275: "954925509383".NM02.
  1 records found for #277: "954925510391".NM02.
  1 records found for #279: "954925510397".NM02.
  1 records found for #281: "954925510412".NM02.
  1 records found for #283: "954925511425".NM02.
  1 records found for #285: "954925511431".NM02.
  1 records found for #287: "954925511433".NM02.
  1 records found for #289: "954925511436".NM02.
  1 records found for #291: "954925511439".NM02.
  1 records found for #293: "954925511440".NM02.
  1 records found for #295: "954925511443".NM02.
  1 records found for #297: "954925512455".NM02.
  1 records found for #299: "954925512467".NM02.
  1 records found for #301: "954925513479".NM02.
  1 records found for #303: "954925513482".NM02.
  1 records found for #305: "954925513484".NM02.
  1 records found for #307: "954925514488".NM02.
  1 records found for #309: "954925514491".NM02.
  1 records found for #311: "954925514498".NM02.
  1 records found for #313: "954925514499".NM02.
  1 records found for #315: "954925514502".NM02.
  1 records found for #317: "954925514503".NM02.
  1 records found for #319: "954925515507".NM02.
  1 records found for #321: "954925515509".NM02.
  1 records found for #323: "954925515514".NM02.
  1 records found for #325: "954925516547".NM02.
  1 records found for #327: "954925516555".NM02.
  1 records found for #329: "954925517558".NM02.
  1 records found for #331: "954925517561".NM02.
  1 records found for #333: "954925517565".NM02.
  1 records found for #335: "954925517569".NM02.
  1 records found for #337: "954925517576".NM02.
  1 records found for #339: "954925517578".NM02.
  1 records found for #341: "954925517585".NM02.
  1 records found for #343: "954925518617".NM02.
  1 records found for #345: "954925519618".NM02.
  1 records found for #347: "954925519620".NM02.
  1 records found for #349: "954925519636".NM02.
  1 records found for #351: "954925520657".NM02.
  1 records found for #353: "954925520658".NM02.
  1 records found for #355: "954925520666".NM02.
  1 records found for #357: "954925521670".NM02.
  1 records found for #359: "954925521673".NM02.
  1 records found for #361: "954925521684".NM02.
  1 records found for #363: "954925521686".NM02.
  1 records found for #365: "954925522695".NM02.
  1 records found for #367: "954925522699".NM02.
  1 records found for #369: "954925522704".NM02.
  1 records found for #371: "954925522711".NM02.
  1 records found for #373: "954925522716".NM02.
  1 records found for #375: "954925523725".NM02.
  1 records found for #377: "954925523732".NM02.
  1 records found for #379: "954925523733".NM02.
  1 records found for #381: "954925524759".NM02.
  1 records found for #383: "954925525808".NM02.
  1 records found for #385: "954925526817".NM02.
  1 records found for #387: "954925526824".NM02.
  1 records found for #389: "954925526829".NM02.
  1 records found for #391: "954925527839".NM02.
  1 records found for #393: "954925527841".NM02.
  1 records found for #395: "954925528856".NM02.
  1 records found for #397: "954925528869".NM02.
  1 records found for #399: "954925528871".NM02.
  1 records found for #401: "954925528876".NM02.
  1 records found for #403: "954925528879".NM02.
  1 records found for #405: "954925529892".NM02.
  1 records found for #407: "954925529909".NM02.
  1 records found for #409: "954925529914".NM02.
  1 records found for #411: "954925530915".NM02.
  1 records found for #413: "954925530926".NM02.
  1 records found for #415: "954925530927".NM02.
  1 records found for #417: "954925530929".NM02.
  1 records found for #419: "954925531946".NM02.
  1 records found for #421: "954925531963".NM02.
  1 records found for #423: "954925532980".NM02.
  1 records found for #425: "954925532981".NM02.
  1 records found for #427: "954925532989".NM02.
  1 records found for #429: "954925532991".NM02.
  1 records found for #431: "954925532999".NM02.
  1 records found for #433: "954925533026".NM02.
  1 records found for #435: "954925533030".NM02.
  1 records found for #437: "954925533033".NM02.
  1 records found for #439: "954925534035".NM02.
  1 records found for #441: "954925534040".NM02.
  1 records found for #443: "954925534047".NM02.
  1 records found for #445: "954925534051".NM02.
  1 records found for #447: "954925534052".NM02.
  1 records found for #449: "954925534056".NM02.
  1 records found for #451: "954925534063".NM02.
  1 records found for #453: "954925534064".NM02.
  1 records found for #455: "954925535065".NM02.
  1 records found for #457: "954925535072".NM02.
  1 records found for #459: "954925535073".NM02.
  1 records found for #461: "954925535076".NM02.
  1 records found for #463: "954925535081".NM02.
  1 records found for #465: "954925535087".NM02.
  1 records found for #467: "954925536091".NM02.
  1 records found for #469: "954925536095".NM02.
  1 records found for #471: "954925536096".NM02.
  1 records found for #473: "954925536102".NM02.
  1 records found for #475: "954925536110".NM02.
  1 records found for #477: "954925536112".NM02.
  1 records found for #479: "954925536114".NM02.
  1 records found for #481: "954925536118".NM02.
  1 records found for #483: "954925537120".NM02.
  1 records found for #485: "954925537122".NM02.
  1 records found for #487: "954925537125".NM02.
  1 records found for #489: "954925537126".NM02.
  1 records found for #491: "954925537129".NM02.
  1 records found for #493: "954925537130".NM02.
  1 records found for #495: "954925537131".NM02.
  1 records found for #497: "954925538144".NM02.
  1 records found for #499: "954925538146".NM02.
  1 records found for #501: "954925538147".NM02.
  1 records found for #503: "954925538152".NM02.
  1 records found for #505: "954925539168".NM02.
  1 records found for #507: "954925539171".NM02.
  1 records found for #509: "954925540179".NM02.
  1 records found for #511: "954925540184".NM02.
  1 records found for #513: "954925541198".NM02.
  1 records found for #515: "954925541200".NM02.
  1 records found for #517: "954925542201".NM02.
  1 records found for #519: "954925542205".NM02.
  1 records found for #521: "954925542209".NM02.
  1 records found for #523: "954925542210".NM02.
  1 records found for #525: "954925542213".NM02.
  1 records found for #527: "954925543218".NM02.
  1 records found for #529: "954925543220".NM02.
  1 records found for #531: "954925543221".NM02.
  1 records found for #533: "954925543222".NM02.
  1 records found for #535: "954925544227".NM02.
  1 records found for #537: "954925544234".NM02.
  1 records found for #539: "954925544236".NM02.
  1 records found for #541: "954925544238".NM02.
  1 records found for #543: "954925545250".NM02.
  1 records found for #545: "954925545254".NM02.
  1 records found for #547: "954925545255".NM02.
  1 records found for #549: "954925545272".NM02.
  1 records found for #551: "954925546278".NM02.
  1 records found for #553: "954925546280".NM02.
  1 records found for #555: "954925546282".NM02.
  1 records found for #557: "954925547288".NM02.
  1 records found for #559: "954925547290".NM02.
  1 records found for #561: "954925549319".NM02.
  1 records found for #563: "954925549322".NM02.
  1 records found for #565: "954925549323".NM02.
  1 records found for #567: "954925549331".NM02.
  1 records found for #569: "954925550336".NM02.
  1 records found for #571: "954925550345".NM02.
  1 records found for #573: "954925551354".NM02.
  1 records found for #575: "954925552379".NM02.
  1 records found for #577: "954925552382".NM02.
  1 records found for #579: "954925553384".NM02.
  1 records found for #581: "954925553391".NM02.
  1 records found for #583: "954925553394".NM02.
  1 records found for #585: "954925553398".NM02.
  1 records found for #587: "954925554402".NM02.
  1 records found for #589: "954925554406".NM02.
  1 records found for #591: "954925554409".NM02.
  1 records found for #593: "954925554412".NM02.
  1 records found for #595: "954925555417".NM02.
  1 records found for #597: "954925555423".NM02.
  1 records found for #599: "954925555428".NM02.
  1 records found for #601: "954925556429".NM02.
  1 records found for #603: "954925556430".NM02.
  1 records found for #605: "954925556431".NM02.
  1 records found for #607: "954925556432".NM02.
  1 records found for #609: "954925556433".NM02.
  1 records found for #611: "954925556435".NM02.
  1 records found for #613: "954925556437".NM02.
  1 records found for #615: "954925556439".NM02.
  1 records found for #617: "954925556440".NM02.
  1 records found for #619: "954925557451".NM02.
  1 records found for #621: "954925557454".NM02.
  1 records found for #623: "954925557459".NM02.
  1 records found for #625: "954925557464".NM02.
  1 records found for #627: "954925557468".NM02.
  1 records found for #629: "954925557470".NM02.
  1 records found for #631: "954925557473".NM02.
  1 records found for #633: "954925558480".NM02.
  1 records found for #635: "954925558506".NM02.
  1 records found for #637: "954925559515".NM02.
  1 records found for #639: "954925559522".NM02.
  1 records found for #641: "954925559537".NM02.
  1 records found for #643: "954925560540".NM02.
  1 records found for #645: "954925560541".NM02.
  1 records found for #647: "954925560547".NM02.
  1 records found for #649: "954925561572".NM02.
  1 records found for #651: "954925561588".NM02.
  1 records found for #653: "954925561595".NM02.
  1 records found for #655: "954925562598".NM02.
  1 records found for #657: "954925562618".NM02.
  1 records found for #659: "954925562623".NM02.
  1 records found for #661: "954925562625".NM02.
  1 records found for #663: "954925563637".NM02.
  1 records found for #665: "954925564657".NM02.
  1 records found for #667: "954925564675".NM02.
  1 records found for #669: "954925564680".NM02.
  1 records found for #671: "954925565689".NM02.
  1 records found for #673: "954925565704".NM02.
  1 records found for #675: "954925566727".NM02.
  1 records found for #677: "954925566728".NM02.
  1 records found for #679: "954925566729".NM02.
  1 records found for #681: "954925566740".NM02.
  1 records found for #683: "954925567747".NM02.
  1 records found for #685: "954925569823".NM02.
  1 records found for #687: "954925570831".NM02.
  1 records found for #689: "954925570859".NM02.
  1 records found for #691: "954925571882".NM02.
  1 records found for #693: "954925572917".NM02.
  1 records found for #695: "954925573921".NM02.
  1 records found for #697: "954925574964".NM02.
  1 records found for #699: "954925575000".NM02.
  1 records found for #701: "954925575978".NM02.
  1 records found for #703: "954925575980".NM02.
  1 records found for #705: "954925576011".NM02.
  1 records found for #707: "954925576019".NM02.
  1 records found for #709: "954925577048".NM02.
  1 records found for #711: "954925577053".NM02.
  1 records found for #713: "954925578059".NM02.
  1 records found for #715: "954925578065".NM02.
  1 records found for #717: "954925578066".NM02.
  1 records found for #719: "954925578078".NM02.
  1 records found for #721: "954925579094".NM02.
  1 records found for #723: "954925579097".NM02.
  1 records found for #725: "954925579104".NM02.
  1 records found for #727: "954925579106".NM02.
  1 records found for #729: "954925579109".NM02.
  1 records found for #731: "954925580127".NM02.
  1 records found for #733: "954925580131".NM02.
  1 records found for #735: "954925580132".NM02.
  1 records found for #737: "954925580135".NM02.
  1 records found for #739: "954925580139".NM02.
  1 records found for #741: "954925581151".NM02.
  1 records found for #743: "954925581170".NM02.
  1 records found for #745: "954925582171".NM02.
  1 records found for #747: "954925582188".NM02.
  1 records found for #749: "954925583200".NM02.
  1 records found for #751: "954925583207".NM02.
  1 records found for #753: "954925583219".NM02.
  1 records found for #755: "954925584235".NM02.
  1 records found for #757: "954925584244".NM02.
  1 records found for #759: "954925588345".NM02.
  1 records found for #761: "954925588351".NM02.
  1 records found for #763: "954925588361".NM02.
  1 records found for #765: "954925589375".NM02.
  1 records found for #767: "954925589378".NM02.
  1 records found for #769: "954925589385".NM02.
  1 records found for #771: "954925589392".NM02.
  1 records found for #773: "954925590394".NM02.
  1 records found for #775: "954925590399".NM02.
  1 records found for #777: "954925590400".NM02.
  1 records found for #779: "954925590406".NM02.
  1 records found for #781: "954925590410".NM02.
  1 records found for #783: "954925591425".NM02.
  1 records found for #785: "954925591434".NM02.
  1 records found for #787: "954925592439".NM02.
  1 records found for #789: "954925592445".NM02.
  1 records found for #791: "954925592451".NM02.
  1 records found for #793: "954925592456".NM02.
  1 records found for #795: "954925593465".NM02.
  1 records found for #797: "954925593469".NM02.
  1 records found for #799: "954925593471".NM02.
  1 records found for #801: "954925593478".NM02.
  1 records found for #803: "954925593482".NM02.
  1 records found for #805: "954925593483".NM02.
  1 records found for #807: "954925594495".NM02.
  1 records found for #809: "954925594496".NM02.
  1 records found for #811: "954925594508".NM02.
  1 records found for #813: "954925594511".NM02.
  1 records found for #815: "954925594513".NM02.
  1 records found for #817: "954925594515".NM02.
  1 records found for #819: "954925595525".NM02.
  1 records found for #821: "954925595526".NM02.
  1 records found for #823: "954925595529".NM02.
  1 records found for #825: "954925595534".NM02.
  1 records found for #827: "954925595535".NM02.
  1 records found for #829: "954925595538".NM02.
  1 records found for #831: "954925595544".NM02.
  1 records found for #833: "954925596550".NM02.
  1 records found for #835: "954925596567".NM02.
  1 records found for #837: "954925596571".NM02.
  1 records found for #839: "954925597580".NM02.
  1 records found for #841: "954925597581".NM02.
  1 records found for #843: "954925597590".NM02.
  1 records found for #845: "954925597596".NM02.
  1 records found for #847: "954925598610".NM02.
  1 records found for #849: "954925598615".NM02.
  1 records found for #851: "954925598623".NM02.
  1 records found for #853: "954925599635".NM02.
  1 records found for #855: "954925599638".NM02.
  1 records found for #857: "954925600675".NM02.
  1 records found for #859: "954925601685".NM02.
  1 records found for #861: "954925602729".NM02.
  1 records found for #863: "954925603743".NM02.
  1 records found for #865: "954925603750".NM02.
  1 records found for #867: "954925603756".NM02.
  1 records found for #869: "954925603759".NM02.
  1 records found for #871: "954925603761".NM02.
  1 records found for #873: "954925604786".NM02.
  1 records found for #875: "954925605799".NM02.
  1 records found for #877: "954925605804".NM02.
  1 records found for #879: "954925605809".NM02.
  1 records found for #881: "954925605815".NM02.
  1 records found for #883: "954925606826".NM02.
  1 records found for #885: "954925606839".NM02.
  1 records found for #887: "954925607846".NM02.
  1 records found for #889: "954925607866".NM02.
  1 records found for #891: "954925608871".NM02.
  1 records found for #893: "954925609895".NM02.
  1 records found for #895: "954925609902".NM02.
  1 records found for #897: "954925610921".NM02.
  1 records found for #899: "954925610924".NM02.
  1 records found for #901: "954925610940".NM02.
  1 records found for #2: "954925610941".NM02.
  1 records found for #4: "954925612982".NM02.
  1 records found for #6: "954925612989".NM02.
  1 records found for #8: "954925614011".NM02.
  1 records found for #10: "954925614033".NM02.
  1 records found for #12: "954925614037".NM02.
  1 records found for #14: "954925616072".NM02.
  1 records found for #16: "954925616079".NM02.
  1 records found for #18: "954925617085".NM02.
  1 records found for #20: "954925618102".NM02.
  1 records found for #22: "954925618112".NM02.
  1 records found for #24: "954925619128".NM02.
  1 records found for #26: "954925619129".NM02.
  1 records found for #28: "954925619151".NM02.
  1 records found for #30: "954925619152".NM02.
  1 records found for #32: "954925620155".NM02.
  1 records found for #34: "954925620165".NM02.
  1 records found for #36: "954925620175".NM02.
  1 records found for #38: "954925620177".NM02.
  1 records found for #40: "954925621193".NM02.
  1 records found for #42: "954925621200".NM02.
  1 records found for #44: "954925621206".NM02.
  1 records found for #46: "954925622215".NM02.
  1 records found for #48: "954925622219".NM02.
  1 records found for #50: "954925622230".NM02.
  1 records found for #52: "954925623264".NM02.
  1 records found for #54: "954925626324".NM02.
  1 records found for #56: "954925626326".NM02.
  1 records found for #58: "954925626327".NM02.
  1 records found for #60: "954925626332".NM02.
  1 records found for #62: "954925626335".NM02.
  1 records found for #64: "954925626339".NM02.
  1 records found for #66: "954925626347".NM02.
  1 records found for #68: "954925627354".NM02.
  1 records found for #70: "954925627356".NM02.
  1 records found for #72: "954925627357".NM02.
  1 records found for #74: "954926233422".NM02.
  1 records found for #76: "954926239445".NM02.
  1 records found for #78: "954926241479".NM02.
  1 records found for #80: "954926242490".NM02.
  1 records found for #82: "954926242497".NM02.
  1 records found for #84: "954926243501".NM02.
  1 records found for #86: "954926243504".NM02.
  1 records found for #88: "954926243510".NM02.
  1 records found for #90: "954926244528".NM02.
  1 records found for #92: "954926245531".NM02.
  1 records found for #94: "954926246549".NM02.
  1 records found for #96: "954926246562".NM02.
  1 records found for #98: "954926247582".NM02.
  1 records found for #100: "954926248592".NM02.
  1 records found for #102: "954926249604".NM02.
  1 records found for #104: "954926250613".NM02.
  1 records found for #106: "954926251624".NM02.
  0 records found for #107: "954926402638".NM02.
  1 records found for #109: "954926470665".NM02.
  1 records found for #111: "954926936683".NM02.
  1 records found for #113: "954926937692".NM02.
  1 records found for #115: "954926940720".NM02.
  1 records found for #117: "954926951791".NM02.
  1 records found for #119: "954926952803".NM02.
  1 records found for #121: "954926953813".NM02.
  1 records found for #123: "954926954820".NM02.
  1 records found for #125: "954926974019".NM02.
  1 records found for #127: "954926978048".NM02.
  1 records found for #129: "954926991153".NM02.
  1 records found for #131: "954927000228".NM02.
  1 records found for #133: "954927378251".NM02.
  1 records found for #135: "954927379254".NM02.
  1 records found for #137: "954927379260".NM02.
  1 records found for #139: "954927380265".NM02.
  1 records found for #141: "954927380268".NM02.
  1 records found for #143: "954927381279".NM02.
  1 records found for #145: "954927381280".NM02.
  1 records found for #147: "954927382287".NM02.
  1 records found for #149: "954927382290".NM02.
  1 records found for #151: "954927382292".NM02.
  1 records found for #153: "954927383320".NM02.
  1 records found for #155: "954927384339".NM02.
  1 records found for #157: "954927384345".NM02.
  1 records found for #159: "954927385364".NM02.
  1 records found for #161: "954927386382".NM02.
  1 records found for #163: "954927513474".NM02.
  1 records found for #165: "954927515509".NM02.
  1 records found for #167: "954927517547".NM02.
  1 records found for #169: "954927519596".NM02.
  1 records found for #171: "954927522668".NM02.
  1 records found for #173: "954927525739".NM02.
  1 records found for #175: "954927525743".NM02.
  1 records found for #177: "954927525746".NM02.
  1 records found for #179: "954927528818".NM02.
  1 records found for #181: "954927531876".NM02.
  1 records found for #183: "954927531891".NM02.
  1 records found for #185: "954927537026".NM02.
  1 records found for #187: "954927540103".NM02.
  1 records found for #189: "954927542144".NM02.
  1 records found for #191: "954927546239".NM02.
  1 records found for #193: "954927546241".NM02.
  1 records found for #195: "954927546248".NM02.
  1 records found for #197: "954927548282".NM02.
  1 records found for #199: "954927550318".NM02.
  1 records found for #201: "954927553394".NM02.
  1 records found for #203: "954927553400".NM02.
  1 records found for #205: "954927554425".NM02.
  1 records found for #207: "954927557499".NM02.
  1 records found for #209: "954927557506".NM02.
  1 records found for #211: "954927560569".NM02.
  1 records found for #213: "954927563640".NM02.
  1 records found for #215: "954927563645".NM02.
  1 records found for #217: "954927563649".NM02.
  1 records found for #219: "954927567741".NM02.
  1 records found for #221: "954927567752".NM02.
  1 records found for #223: "954927569787".NM02.
  1 records found for #225: "954927571843".NM02.
  1 records found for #227: "954927572871".NM02.
  1 records found for #229: "954927573902".NM02.
  1 records found for #231: "954927573904".NM02.
  1 records found for #233: "954927575938".NM02.
  1 records found for #235: "954927575950".NM02.
  1 records found for #237: "954927578029".NM02.
  1 records found for #239: "954927580072".NM02.
  1 records found for #241: "954927583160".NM02.
  1 records found for #243: "954927583162".NM02.
  1 records found for #245: "954927589295".NM02.
  1 records found for #247: "954927595459".NM02.
  1 records found for #249: "954927600595".NM02.
  1 records found for #251: "954927601641".NM02.
  1 records found for #253: "954927605722".NM02.
  1 records found for #255: "954927605740".NM02.
  0 records found for #256: "954927605742".NM02.
  1 records found for #258: "954927608795".NM02.
  1 records found for #260: "954927608802".NM02.
  1 records found for #262: "954927611887".NM02.
  1 records found for #264: "954927611891".NM02.
  1 records found for #266: "954927612911".NM02.
  1 records found for #268: "954927613915".NM02.
  1 records found for #270: "954927613933".NM02.
  1 records found for #272: "954927615961".NM02.
  1 records found for #274: "954927615976".NM02.
  1 records found for #276: "954927616998".NM02.
  1 records found for #278: "954927617003".NM02.
  1 records found for #280: "954927617016".NM02.
  1 records found for #282: "954927621090".NM02.
  1 records found for #284: "954927623153".NM02.
  1 records found for #286: "954927637483".NM02.
  1 records found for #288: "954927641569".NM02.
  1 records found for #290: "954927645670".NM02.
  1 records found for #292: "954927654897".NM02.
  1 records found for #294: "954927659007".NM02.
  1 records found for #296: "954927664127".NM02.
  0 records found for #297: "954927665160".NM02.
  1 records found for #299: "954927668249".NM02.
  1 records found for #301: "954927668254".NM02.
  1 records found for #303: "954927669259".NM02.
  1 records found for #305: "954927675440".NM02.
  0 records found for #306: "954927677489".NM02.
  1 records found for #308: "954927680577".NM02.
  1 records found for #310: "954927684665".NM02.
  1 records found for #312: "954927685691".NM02.
  1 records found for #314: "954927688772".NM02.
  1 records found for #316: "954927690822".NM02.
  1 records found for #318: "954927693893".NM02.
  1 records found for #320: "954927694925".NM02.
  1 records found for #322: "954927696956".NM02.
  1 records found for #324: "954927697995".NM02.
  1 records found for #326: "954927698005".NM02.
  1 records found for #328: "954927699033".NM02.
  1 records found for #330: "954927700050".NM02.
  1 records found for #332: "954927701085".NM02.
  1 records found for #334: "954927701086".NM02.
  1 records found for #336: "954927702109".NM02.
  1 records found for #338: "954927705167".NM02.
  1 records found for #340: "954927706175".NM02.
  1 records found for #342: "954927707195".NM02.
  1 records found for #344: "954927709225".NM02.
  1 records found for #346: "954927709226".NM02.
  1 records found for #348: "954927712309".NM02.
  1 records found for #350: "954927713319".NM02.
  1 records found for #352: "954927715360".NM02.
  1 records found for #354: "954927715363".NM02.
  1 records found for #356: "954927716376".NM02.
  1 records found for #358: "954927716381".NM02.
  1 records found for #360: "954927719434".NM02.
  1 records found for #362: "954927719443".NM02.
  1 records found for #364: "954927719444".NM02.
  1 records found for #366: "954927720461".NM02.
  1 records found for #368: "954927720467".NM02.
  1 records found for #370: "954927723513".NM02.
  1 records found for #372: "954927725549".NM02.
  1 records found for #374: "954927726566".NM02.
  1 records found for #376: "954927726569".NM02.
  1 records found for #378: "954927727574".NM02.
  1 records found for #380: "954927727585".NM02.
  1 records found for #382: "954927727591".NM02.
  1 records found for #384: "954927729632".NM02.
  1 records found for #386: "954927729635".NM02.
  1 records found for #388: "954927730655".NM02.
  1 records found for #390: "954927731658".NM02.
  1 records found for #392: "954927732693".NM02.
  1 records found for #394: "954927733704".NM02.
  1 records found for #396: "954927733706".NM02.
  1 records found for #398: "954927737762".NM02.
  1 records found for #400: "954927737769".NM02.
  1 records found for #402: "954927738775".NM02.
  1 records found for #404: "954927739808".NM02.
  1 records found for #406: "954927741847".NM02.
  1 records found for #408: "954927743892".NM02.
  1 records found for #410: "954928372939".NM02.
  1 records found for #412: "954928372940".NM02.
  1 records found for #414: "954928372941".NM02.
  1 records found for #416: "954928373944".NM02.
  1 records found for #418: "954928373946".NM02.
  1 records found for #420: "954928373947".NM02.
  1 records found for #422: "954928373948".NM02.
  1 records found for #424: "954928373951".NM02.
  1 records found for #426: "954928373953".NM02.
  1 records found for #428: "954928374958".NM02.
  1 records found for #430: "954928374961".NM02.
  1 records found for #432: "954928374965".NM02.
  1 records found for #434: "954928415967".NM02.
  1 records found for #436: "954928415968".NM02.
  1 records found for #438: "954928415969".NM02.
  1 records found for #440: "954928415970".NM02.
  1 records found for #442: "954928415971".NM02.
  1 records found for #444: "954928416974".NM02.
  1 records found for #446: "954928416975".NM02.
  1 records found for #448: "954928416976".NM02.
  1 records found for #450: "954928416977".NM02.
  1 records found for #452: "954928416978".NM02.
  1 records found for #454: "954928416979".NM02.
  1 records found for #456: "954928416982".NM02.
  1 records found for #458: "954928416984".NM02.
  1 records found for #460: "954928468041".NM02.
  1 records found for #462: "954928469060".NM02.
  1 records found for #464: "954928474120".NM02.
  1 records found for #466: "954928474124".NM02.
  1 records found for #468: "954928475127".NM02.
  1 records found for #470: "954928476156".NM02.
  1 records found for #472: "954928476158".NM02.
  1 records found for #474: "954928477167".NM02.
  1 records found for #476: "954928478177".NM02.
  1 records found for #478: "954928479200".NM02.
  1 records found for #480: "954928481225".NM02.
  1 records found for #482: "954928484269".NM02.
  1 records found for #484: "954928484271".NM02.
  1 records found for #486: "954928486300".NM02.
  1 records found for #488: "954928487310".NM02.
  1 records found for #490: "954928489350".NM02.
  1 records found for #492: "954928492382".NM02.
  1 records found for #494: "954928492383".NM02.
  1 records found for #496: "954928495415".NM02.
  1 records found for #498: "954928497450".NM02.
  1 records found for #500: "954928498466".NM02.
  1 records found for #502: "954928498467".NM02.
  1 records found for #504: "954928499474".NM02.
  1 records found for #506: "954928500500".NM02.
  1 records found for #508: "954928500501".NM02.
  1 records found for #510: "954928502528".NM02.
  1 records found for #512: "954928502532".NM02.
  1 records found for #514: "954928503545".NM02.
  1 records found for #516: "954928505577".NM02.
  1 records found for #518: "954928505582".NM02.
  1 records found for #520: "954928506586".NM02.
  1 records found for #522: "954928507598".NM02.
  0 records found for #523: "954928510654".NM02.
  1 records found for #525: "954928510657".NM02.
  1 records found for #527: "954928510666".NM02.
  1 records found for #529: "954928514738".NM02.
  1 records found for #531: "954928515750".NM02.
  1 records found for #533: "954928520831".NM02.
  1 records found for #535: "954928521840".NM02.
