Symphony $<text> $<selection> 3.6.0 $<started_on> $<wednesday:u>, $<june:u> 23, 2021, 11:18 AM
$(3091)KCAT.
$(3090)
$(1232)
$(1239)
$(3093)
20210623111807 BRS/Search-Engine v.62 started for seltext1
  1 records found for #370: "954921425618".NM02.
  1 records found for #372: "954921425619".NM02.
  1 records found for #374: "954921425620".NM02.
  1 records found for #376: "954921425621".NM02.
  1 records found for #378: "954921425622".NM02.
  1 records found for #380: "954921425623".NM02.
  1 records found for #382: "954921425624".NM02.
  1 records found for #384: "954921425625".NM02.
  1 records found for #386: "954921425626".NM02.
  1 records found for #388: "954921426628".NM02.
  1 records found for #390: "954921426630".NM02.
  1 records found for #392: "954921426631".NM02.
  1 records found for #394: "954921426632".NM02.
  1 records found for #396: "954921426633".NM02.
  1 records found for #398: "954921426634".NM02.
  1 records found for #400: "954921426636".NM02.
  1 records found for #402: "954921426637".NM02.
  1 records found for #404: "954921426638".NM02.
  1 records found for #406: "954921426639".NM02.
  1 records found for #408: "954921426641".NM02.
  1 records found for #410: "954921426642".NM02.
  1 records found for #412: "954921426643".NM02.
  1 records found for #414: "954921426645".NM02.
  1 records found for #416: "954921426646".NM02.
  1 records found for #418: "954921427647".NM02.
  1 records found for #420: "954921427648".NM02.
  1 records found for #422: "954921427649".NM02.
  1 records found for #424: "954921427650".NM02.
  1 records found for #426: "954921427651".NM02.
  1 records found for #428: "954921427652".NM02.
  1 records found for #430: "954921427653".NM02.
  1 records found for #432: "954921427654".NM02.
  1 records found for #434: "954921427655".NM02.
  1 records found for #436: "954921427656".NM02.
  1 records found for #438: "954921427657".NM02.
  1 records found for #440: "954921427658".NM02.
  1 records found for #442: "954921427660".NM02.
  1 records found for #444: "954921427661".NM02.
  1 records found for #446: "954921427662".NM02.
  1 records found for #448: "954921427663".NM02.
  1 records found for #450: "954921427664".NM02.
  1 records found for #452: "954921427665".NM02.
  1 records found for #454: "954921428666".NM02.
  1 records found for #456: "954921428667".NM02.
  1 records found for #458: "954921428668".NM02.
  1 records found for #460: "954921428669".NM02.
  1 records found for #462: "954921428672".NM02.
  1 records found for #464: "954921428673".NM02.
  1 records found for #466: "954921428674".NM02.
  1 records found for #468: "954921428676".NM02.
  1 records found for #470: "954921428677".NM02.
  1 records found for #472: "954921428678".NM02.
  1 records found for #474: "954921428680".NM02.
  1 records found for #476: "954921428681".NM02.
  1 records found for #478: "954921428684".NM02.
  1 records found for #480: "954921429685".NM02.
  1 records found for #482: "954921429686".NM02.
  1 records found for #484: "954921429689".NM02.
  1 records found for #486: "954921429690".NM02.
  1 records found for #488: "954921429692".NM02.
  1 records found for #490: "954921429694".NM02.
  1 records found for #492: "954921429695".NM02.
  1 records found for #494: "954921429696".NM02.
  1 records found for #496: "954921429698".NM02.
  1 records found for #498: "954921429700".NM02.
  1 records found for #500: "954921429702".NM02.
  1 records found for #502: "954921429703".NM02.
  1 records found for #504: "954921430704".NM02.
  1 records found for #506: "954921430705".NM02.
  1 records found for #508: "954921430709".NM02.
  1 records found for #510: "954921430710".NM02.
  1 records found for #512: "954921430711".NM02.
  1 records found for #514: "954921430713".NM02.
  1 records found for #516: "954921430716".NM02.
  1 records found for #518: "954921430719".NM02.
  1 records found for #520: "954921430720".NM02.
  1 records found for #522: "954921431723".NM02.
  1 records found for #524: "954921431725".NM02.
  1 records found for #526: "954921431726".NM02.
  1 records found for #528: "954921431728".NM02.
  1 records found for #530: "954921431730".NM02.
  1 records found for #532: "954921431731".NM02.
  1 records found for #534: "954922644001".NM02.
  1 records found for #536: "954922644002".NM02.
  1 records found for #538: "954922644003".NM02.
  1 records found for #540: "954922644004".NM02.
  1 records found for #542: "954922644005".NM02.
  1 records found for #544: "954922644006".NM02.
  1 records found for #546: "954922644007".NM02.
  1 records found for #548: "954922645008".NM02.
  1 records found for #550: "954922645009".NM02.
  1 records found for #552: "954922645010".NM02.
  1 records found for #554: "954922645011".NM02.
  1 records found for #556: "954922645012".NM02.
  1 records found for #558: "954922645013".NM02.
  1 records found for #560: "954922645014".NM02.
  1 records found for #562: "954922645015".NM02.
  1 records found for #564: "954922645016".NM02.
  1 records found for #566: "954922645017".NM02.
  1 records found for #568: "954922645018".NM02.
  1 records found for #570: "954922645019".NM02.
  1 records found for #572: "954922645020".NM02.
  1 records found for #574: "954922645021".NM02.
  1 records found for #576: "954922645022".NM02.
  1 records found for #578: "954922645023".NM02.
  1 records found for #580: "954922645024".NM02.
  1 records found for #582: "954922645025".NM02.
  1 records found for #584: "954922645026".NM02.
  1 records found for #586: "954922645027".NM02.
  1 records found for #588: "954922645028".NM02.
  1 records found for #590: "954922645029".NM02.
  1 records found for #592: "954922645030".NM02.
  1 records found for #594: "954922645031".NM02.
  1 records found for #596: "954922645032".NM02.
  1 records found for #598: "954922645033".NM02.
  1 records found for #600: "954922645034".NM02.
  1 records found for #602: "954922645035".NM02.
  1 records found for #604: "954922645036".NM02.
  1 records found for #606: "954922646037".NM02.
  1 records found for #608: "954922646038".NM02.
  1 records found for #610: "954922646039".NM02.
  1 records found for #612: "954922646040".NM02.
  1 records found for #614: "954922646041".NM02.
  1 records found for #616: "954922646042".NM02.
  1 records found for #618: "954922646043".NM02.
  1 records found for #620: "954922646044".NM02.
  1 records found for #622: "954922646045".NM02.
  1 records found for #624: "954922646046".NM02.
  1 records found for #626: "954922646047".NM02.
  1 records found for #628: "954922646048".NM02.
  1 records found for #630: "954922646049".NM02.
  1 records found for #632: "954922646050".NM02.
  1 records found for #634: "954922646051".NM02.
  1 records found for #636: "954922646052".NM02.
  1 records found for #638: "954922646053".NM02.
  1 records found for #640: "954922646054".NM02.
  1 records found for #642: "954922646055".NM02.
  1 records found for #644: "954922646056".NM02.
  1 records found for #646: "954922646057".NM02.
  1 records found for #648: "954922646058".NM02.
  1 records found for #650: "954922646059".NM02.
  1 records found for #652: "954922646060".NM02.
  1 records found for #654: "954922646061".NM02.
  1 records found for #656: "954922647062".NM02.
  1 records found for #658: "954922647063".NM02.
  1 records found for #660: "954922647064".NM02.
  1 records found for #662: "954922647065".NM02.
  1 records found for #664: "954922647066".NM02.
  1 records found for #666: "954922647067".NM02.
  1 records found for #668: "954922647068".NM02.
  1 records found for #670: "954922647069".NM02.
  1 records found for #672: "954922647070".NM02.
  1 records found for #674: "954922647071".NM02.
  1 records found for #676: "954922647072".NM02.
  1 records found for #678: "954922647073".NM02.
  1 records found for #680: "954922647074".NM02.
  1 records found for #682: "954922647075".NM02.
  1 records found for #684: "954922647076".NM02.
  1 records found for #686: "954922647077".NM02.
  1 records found for #688: "954922647078".NM02.
  1 records found for #690: "954922647079".NM02.
  1 records found for #692: "954922647080".NM02.
  1 records found for #694: "954922647081".NM02.
  1 records found for #696: "954922647082".NM02.
  1 records found for #698: "954922647083".NM02.
  1 records found for #700: "954922647084".NM02.
  1 records found for #702: "954922647085".NM02.
  1 records found for #704: "954922647086".NM02.
  1 records found for #706: "954922647087".NM02.
  1 records found for #708: "954922647088".NM02.
  1 records found for #710: "954922647089".NM02.
  1 records found for #712: "954922648090".NM02.
  1 records found for #714: "954922648091".NM02.
  1 records found for #716: "954922648092".NM02.
  1 records found for #718: "954922648093".NM02.
  1 records found for #720: "954922648094".NM02.
  1 records found for #722: "954922648095".NM02.
  1 records found for #724: "954922648096".NM02.
  1 records found for #726: "954922648097".NM02.
  1 records found for #728: "954922648098".NM02.
  1 records found for #730: "954922648099".NM02.
  1 records found for #732: "954922648100".NM02.
  1 records found for #734: "954922648101".NM02.
  1 records found for #736: "954922648102".NM02.
  1 records found for #738: "954922648103".NM02.
  1 records found for #740: "954922648104".NM02.
  1 records found for #742: "954922648105".NM02.
  1 records found for #744: "954922648106".NM02.
  1 records found for #746: "954922648107".NM02.
  1 records found for #748: "954922648108".NM02.
  1 records found for #750: "954922648109".NM02.
  1 records found for #752: "954922648110".NM02.
  1 records found for #754: "954922648111".NM02.
  1 records found for #756: "954922648112".NM02.
  1 records found for #758: "954922648113".NM02.
  1 records found for #760: "954922648114".NM02.
  1 records found for #762: "954922648115".NM02.
  1 records found for #764: "954922648116".NM02.
  1 records found for #766: "954922648117".NM02.
  1 records found for #768: "954922649118".NM02.
  1 records found for #770: "954922649119".NM02.
  1 records found for #772: "954922649120".NM02.
  1 records found for #774: "954922649121".NM02.
  1 records found for #776: "954922649122".NM02.
  1 records found for #778: "954922649123".NM02.
  1 records found for #780: "954922649124".NM02.
  1 records found for #782: "954922649125".NM02.
  1 records found for #784: "954922649126".NM02.
  1 records found for #786: "954922649127".NM02.
  1 records found for #788: "954922649128".NM02.
  1 records found for #790: "954922649129".NM02.
  1 records found for #792: "954922649130".NM02.
  1 records found for #794: "954922649131".NM02.
  1 records found for #796: "954922649132".NM02.
  1 records found for #798: "954922649133".NM02.
  1 records found for #800: "954922649134".NM02.
  1 records found for #802: "954922649135".NM02.
  1 records found for #804: "954922649136".NM02.
  1 records found for #806: "954922649137".NM02.
  1 records found for #808: "954922649138".NM02.
  1 records found for #810: "954922649139".NM02.
  1 records found for #812: "954922649140".NM02.
  1 records found for #814: "954922649141".NM02.
  1 records found for #816: "954922649142".NM02.
  1 records found for #818: "954922649143".NM02.
  1 records found for #820: "954922649144".NM02.
  1 records found for #822: "954922649145".NM02.
  1 records found for #824: "954922650146".NM02.
  1 records found for #826: "954922650147".NM02.
  1 records found for #828: "954922650148".NM02.
  1 records found for #830: "954922650149".NM02.
  1 records found for #832: "954922650150".NM02.
  1 records found for #834: "954922650151".NM02.
  1 records found for #836: "954922650152".NM02.
  1 records found for #838: "954922650153".NM02.
  1 records found for #840: "954922650154".NM02.
  1 records found for #842: "954922650155".NM02.
  1 records found for #844: "954922650156".NM02.
  1 records found for #846: "954922650157".NM02.
  1 records found for #848: "954922650158".NM02.
  1 records found for #850: "954922650159".NM02.
  1 records found for #852: "954922650160".NM02.
  1 records found for #854: "954922650161".NM02.
  1 records found for #856: "954922650162".NM02.
  1 records found for #858: "954922650163".NM02.
  1 records found for #860: "954922650164".NM02.
  1 records found for #862: "954922650165".NM02.
  1 records found for #864: "954922650166".NM02.
  1 records found for #866: "954922650167".NM02.
  1 records found for #868: "954922650168".NM02.
  1 records found for #870: "954922650169".NM02.
  1 records found for #872: "954922650170".NM02.
  1 records found for #874: "954922650171".NM02.
  1 records found for #876: "954922650172".NM02.
  1 records found for #878: "954922650173".NM02.
  1 records found for #880: "954922651174".NM02.
  1 records found for #882: "954922651175".NM02.
  1 records found for #884: "954922651176".NM02.
  1 records found for #886: "954922651177".NM02.
  1 records found for #888: "954922651178".NM02.
  1 records found for #890: "954922651179".NM02.
  1 records found for #892: "954922651180".NM02.
  1 records found for #894: "954922651181".NM02.
  1 records found for #896: "954922651182".NM02.
  1 records found for #898: "954922651183".NM02.
  1 records found for #900: "954922651184".NM02.
  1 records found for #2: "954922651185".NM02.
  1 records found for #4: "954922651186".NM02.
  1 records found for #6: "954922651187".NM02.
  1 records found for #8: "954922651188".NM02.
  1 records found for #10: "954922651189".NM02.
  1 records found for #12: "954922651190".NM02.
  1 records found for #14: "954922651191".NM02.
  1 records found for #16: "954922651192".NM02.
  1 records found for #18: "954922651193".NM02.
  1 records found for #20: "954922651194".NM02.
  1 records found for #22: "954922651195".NM02.
  1 records found for #24: "954922651196".NM02.
  1 records found for #26: "954922651197".NM02.
  1 records found for #28: "954922651198".NM02.
  1 records found for #30: "954922651199".NM02.
  1 records found for #32: "954922651200".NM02.
  1 records found for #34: "954922651201".NM02.
  1 records found for #36: "954922652202".NM02.
  1 records found for #38: "954922652203".NM02.
  1 records found for #40: "954922652204".NM02.
  1 records found for #42: "954922652205".NM02.
  1 records found for #44: "954922828207".NM02.
  1 records found for #46: "954922828208".NM02.
  1 records found for #48: "954922828209".NM02.
  1 records found for #50: "954922828210".NM02.
  1 records found for #52: "954922828211".NM02.
  1 records found for #54: "954922828212".NM02.
  1 records found for #56: "954922828213".NM02.
  1 records found for #58: "954922828215".NM02.
  1 records found for #60: "954922828216".NM02.
  1 records found for #62: "954922828218".NM02.
  1 records found for #64: "954922828221".NM02.
  1 records found for #66: "954922828222".NM02.
  1 records found for #68: "954922836223".NM02.
  1 records found for #70: "954922836224".NM02.
  1 records found for #72: "954922836225".NM02.
  1 records found for #74: "954922836226".NM02.
  1 records found for #76: "954922836227".NM02.
  1 records found for #78: "954922836228".NM02.
  1 records found for #80: "954922836229".NM02.
  1 records found for #82: "954922836230".NM02.
  1 records found for #84: "954922836231".NM02.
  1 records found for #86: "954922836232".NM02.
  1 records found for #88: "954922836233".NM02.
  1 records found for #90: "954922836234".NM02.
  1 records found for #92: "954922836235".NM02.
  1 records found for #94: "954922836236".NM02.
  1 records found for #96: "954922836237".NM02.
  1 records found for #98: "954922843238".NM02.
  1 records found for #100: "954922843239".NM02.
  1 records found for #102: "954922843240".NM02.
  1 records found for #104: "954922843241".NM02.
  1 records found for #106: "954922843242".NM02.
  1 records found for #108: "954922843243".NM02.
  1 records found for #110: "954922843244".NM02.
  1 records found for #112: "954922843245".NM02.
  1 records found for #114: "954922843246".NM02.
  1 records found for #116: "954925218001".NM02.
  1 records found for #118: "954925218002".NM02.
  1 records found for #120: "954925218003".NM02.
  1 records found for #122: "954925218004".NM02.
  1 records found for #124: "954925218005".NM02.
  1 records found for #126: "954925218006".NM02.
  1 records found for #128: "954925218007".NM02.
  1 records found for #130: "954925225008".NM02.
  1 records found for #132: "954925225009".NM02.
  1 records found for #134: "954925225010".NM02.
  1 records found for #136: "954925225011".NM02.
  1 records found for #138: "954925225012".NM02.
  1 records found for #140: "954925225013".NM02.
  1 records found for #142: "954925230014".NM02.
  1 records found for #144: "954925233015".NM02.
  1 records found for #146: "954925234016".NM02.
  1 records found for #148: "954925234017".NM02.
  1 records found for #150: "954925234018".NM02.
  1 records found for #152: "954925234019".NM02.
  1 records found for #154: "954925234020".NM02.
  1 records found for #156: "954925234021".NM02.
  1 records found for #158: "954925234022".NM02.
  1 records found for #160: "954925234023".NM02.
  1 records found for #162: "954925234024".NM02.
  1 records found for #164: "954925234025".NM02.
  1 records found for #166: "954925234026".NM02.
  1 records found for #168: "954925234027".NM02.
  1 records found for #170: "954925234028".NM02.
  1 records found for #172: "954925234029".NM02.
  1 records found for #174: "954925234030".NM02.
  1 records found for #176: "954925234031".NM02.
  1 records found for #178: "954925234032".NM02.
  1 records found for #180: "954925234033".NM02.
  1 records found for #182: "954925234034".NM02.
  1 records found for #184: "954925234035".NM02.
  1 records found for #186: "954925234036".NM02.
  1 records found for #188: "954925234037".NM02.
  1 records found for #190: "954925234038".NM02.
  1 records found for #192: "954925234039".NM02.
  1 records found for #194: "954925234040".NM02.
  1 records found for #196: "954925234041".NM02.
  1 records found for #198: "954925241042".NM02.
  1 records found for #200: "954925241043".NM02.
  1 records found for #202: "954925241044".NM02.
  1 records found for #204: "954925241045".NM02.
  1 records found for #206: "954925241046".NM02.
  1 records found for #208: "954925241047".NM02.
  0 records found for #209: "954925241048".NM02.
  1 records found for #211: "954925241049".NM02.
  1 records found for #213: "954925241050".NM02.
  1 records found for #215: "954925241051".NM02.
  1 records found for #217: "954925241052".NM02.
  1 records found for #219: "954925241053".NM02.
  1 records found for #221: "954925241054".NM02.
  1 records found for #223: "954925241055".NM02.
  1 records found for #225: "954925241056".NM02.
  1 records found for #227: "954925241057".NM02.
  1 records found for #229: "954925241058".NM02.
  1 records found for #231: "954925241059".NM02.
  1 records found for #233: "954925241060".NM02.
  1 records found for #235: "954925241061".NM02.
  1 records found for #237: "954925241062".NM02.
  1 records found for #239: "954925241063".NM02.
  1 records found for #241: "954925241064".NM02.
  1 records found for #243: "954925241065".NM02.
  1 records found for #245: "954925241066".NM02.
  1 records found for #247: "954925242067".NM02.
  1 records found for #249: "954925242068".NM02.
  1 records found for #251: "954925242069".NM02.
  1 records found for #253: "954925242070".NM02.
  1 records found for #255: "954925246071".NM02.
  1 records found for #257: "954925246072".NM02.
  1 records found for #259: "954925246073".NM02.
  1 records found for #261: "954925246074".NM02.
  1 records found for #263: "954925246076".NM02.
  1 records found for #265: "954925246077".NM02.
  1 records found for #267: "954925246081".NM02.
  1 records found for #269: "954925246083".NM02.
  1 records found for #271: "954925246084".NM02.
  1 records found for #273: "954925246085".NM02.
  1 records found for #275: "954925246087".NM02.
  1 records found for #277: "954925246088".NM02.
  1 records found for #279: "954925246089".NM02.
  1 records found for #281: "954925246090".NM02.
  1 records found for #283: "954925246091".NM02.
  1 records found for #285: "954925246092".NM02.
  1 records found for #287: "954925246094".NM02.
  1 records found for #289: "954925246095".NM02.
  1 records found for #291: "954925247097".NM02.
  1 records found for #293: "954925247098".NM02.
  1 records found for #295: "954925247099".NM02.
  1 records found for #297: "954925247102".NM02.
  1 records found for #299: "954925247103".NM02.
  1 records found for #301: "954925247105".NM02.
  1 records found for #303: "954925247106".NM02.
  1 records found for #305: "954925247107".NM02.
  1 records found for #307: "954925250109".NM02.
  1 records found for #309: "954925250110".NM02.
  1 records found for #311: "954925250111".NM02.
  1 records found for #313: "954925250112".NM02.
  1 records found for #315: "954925250113".NM02.
  1 records found for #317: "954925250114".NM02.
  1 records found for #319: "954925254115".NM02.
  1 records found for #321: "954925254116".NM02.
  1 records found for #323: "954925254118".NM02.
  1 records found for #325: "954925254119".NM02.
  1 records found for #327: "954925254120".NM02.
  1 records found for #329: "954925254121".NM02.
  1 records found for #331: "954925254122".NM02.
  1 records found for #333: "954925254123".NM02.
  1 records found for #335: "954925254124".NM02.
  1 records found for #337: "954925254125".NM02.
  1 records found for #339: "954925254126".NM02.
  1 records found for #341: "954925254127".NM02.
  1 records found for #343: "954925254128".NM02.
  1 records found for #345: "954925254129".NM02.
  1 records found for #347: "954925254130".NM02.
  1 records found for #349: "954925254131".NM02.
  1 records found for #351: "954925254132".NM02.
  1 records found for #353: "954925254133".NM02.
  1 records found for #355: "954925254134".NM02.
  1 records found for #357: "954925254135".NM02.
  1 records found for #359: "954925254136".NM02.
  1 records found for #361: "954925254137".NM02.
  1 records found for #363: "954925255138".NM02.
  1 records found for #365: "954925255139".NM02.
  1 records found for #367: "954925255140".NM02.
  1 records found for #369: "954925255141".NM02.
  1 records found for #371: "954925255142".NM02.
  1 records found for #373: "954925255143".NM02.
  1 records found for #375: "954925255144".NM02.
  1 records found for #377: "954925255145".NM02.
  1 records found for #379: "954925255146".NM02.
  1 records found for #381: "954925255147".NM02.
  1 records found for #383: "954925255148".NM02.
  1 records found for #385: "954925255149".NM02.
  1 records found for #387: "954925255150".NM02.
  1 records found for #389: "954925255151".NM02.
  1 records found for #391: "954925255152".NM02.
  1 records found for #393: "954925255153".NM02.
  1 records found for #395: "954925255154".NM02.
  1 records found for #397: "954925255155".NM02.
  1 records found for #399: "954925255156".NM02.
  1 records found for #401: "954925255157".NM02.
  1 records found for #403: "954925255158".NM02.
  1 records found for #405: "954925255159".NM02.
  1 records found for #407: "954925255160".NM02.
  1 records found for #409: "954925255161".NM02.
  1 records found for #411: "954925255162".NM02.
  1 records found for #413: "954925255163".NM02.
  1 records found for #415: "954925255164".NM02.
  1 records found for #417: "954925256165".NM02.
  1 records found for #419: "954925256166".NM02.
  1 records found for #421: "954925256167".NM02.
  1 records found for #423: "954925256168".NM02.
  1 records found for #425: "954925256169".NM02.
  1 records found for #427: "954925256170".NM02.
  1 records found for #429: "954925256171".NM02.
  1 records found for #431: "954925256172".NM02.
  1 records found for #433: "954925256173".NM02.
  1 records found for #435: "954925256174".NM02.
  1 records found for #437: "954925256175".NM02.
  1 records found for #439: "954925256176".NM02.
  1 records found for #441: "954925263178".NM02.
  1 records found for #443: "954925263179".NM02.
  1 records found for #445: "954925263180".NM02.
  1 records found for #447: "954925263181".NM02.
  1 records found for #449: "954925263182".NM02.
  1 records found for #451: "954925263183".NM02.
  1 records found for #453: "954925263184".NM02.
  1 records found for #455: "954925263185".NM02.
  1 records found for #457: "954925263186".NM02.
  1 records found for #459: "954925263187".NM02.
  1 records found for #461: "954925263188".NM02.
  1 records found for #463: "954925263189".NM02.
  1 records found for #465: "954925263190".NM02.
  1 records found for #467: "954925263191".NM02.
  1 records found for #469: "954925264192".NM02.
  1 records found for #471: "954925264193".NM02.
  1 records found for #473: "954925264194".NM02.
  1 records found for #475: "954925264195".NM02.
  1 records found for #477: "954925264196".NM02.
  1 records found for #479: "954925264197".NM02.
  1 records found for #481: "954925264198".NM02.
  1 records found for #483: "954925264199".NM02.
  1 records found for #485: "954925264200".NM02.
  1 records found for #487: "954925264201".NM02.
  1 records found for #489: "954925264202".NM02.
  1 records found for #491: "954925264203".NM02.
  1 records found for #493: "954925264204".NM02.
  1 records found for #495: "954925264205".NM02.
  1 records found for #497: "954925264206".NM02.
  1 records found for #499: "954925264207".NM02.
  1 records found for #501: "954925264208".NM02.
  1 records found for #503: "954925264209".NM02.
  1 records found for #505: "954925264210".NM02.
  1 records found for #507: "954925264211".NM02.
  1 records found for #509: "954925264212".NM02.
  1 records found for #511: "954925264213".NM02.
  1 records found for #513: "954925264214".NM02.
  1 records found for #515: "954925264215".NM02.
  1 records found for #517: "954925264216".NM02.
  1 records found for #519: "954925265217".NM02.
  1 records found for #521: "954925265218".NM02.
  1 records found for #523: "954925265219".NM02.
  1 records found for #525: "954925265220".NM02.
  1 records found for #527: "954925265221".NM02.
  1 records found for #529: "954925265222".NM02.
  1 records found for #531: "954925265223".NM02.
  1 records found for #533: "954925265224".NM02.
  1 records found for #535: "954925265225".NM02.
  1 records found for #537: "954925265226".NM02.
  1 records found for #539: "954925265227".NM02.
  1 records found for #541: "954925265228".NM02.
  1 records found for #543: "954925265229".NM02.
  1 records found for #545: "954925265230".NM02.
  1 records found for #547: "954925265232".NM02.
  1 records found for #549: "954925265233".NM02.
  1 records found for #551: "954925265234".NM02.
  1 records found for #553: "954925265235".NM02.
  1 records found for #555: "954925265236".NM02.
  1 records found for #557: "954925265238".NM02.
  1 records found for #559: "954925265239".NM02.
  1 records found for #561: "954925265240".NM02.
  1 records found for #563: "954925265241".NM02.
  1 records found for #565: "954925265242".NM02.
  1 records found for #567: "954925265243".NM02.
  1 records found for #569: "954925266244".NM02.
  1 records found for #571: "954925266245".NM02.
  1 records found for #573: "954925266246".NM02.
  1 records found for #575: "954925266247".NM02.
  1 records found for #577: "954925266248".NM02.
  1 records found for #579: "954925266249".NM02.
  1 records found for #581: "954925266250".NM02.
  1 records found for #583: "954925266251".NM02.
  1 records found for #585: "954925266252".NM02.
  1 records found for #587: "954925266253".NM02.
  1 records found for #589: "954925266254".NM02.
  1 records found for #591: "954925266255".NM02.
  1 records found for #593: "954925266256".NM02.
  1 records found for #595: "954925266257".NM02.
  1 records found for #597: "954925266258".NM02.
  1 records found for #599: "954925266259".NM02.
  1 records found for #601: "954925266260".NM02.
  1 records found for #603: "954925266261".NM02.
  1 records found for #605: "954925266262".NM02.
  1 records found for #607: "954925266263".NM02.
  1 records found for #609: "954925266264".NM02.
  1 records found for #611: "954925266265".NM02.
  1 records found for #613: "954925266266".NM02.
  1 records found for #615: "954925266267".NM02.
  1 records found for #617: "954925266268".NM02.
  1 records found for #619: "954925267270".NM02.
  1 records found for #621: "954925267271".NM02.
  1 records found for #623: "954925267272".NM02.
  1 records found for #625: "954925267273".NM02.
  1 records found for #627: "954925267274".NM02.
  1 records found for #629: "954925267275".NM02.
  1 records found for #631: "954925267276".NM02.
  1 records found for #633: "954925267277".NM02.
  1 records found for #635: "954925267278".NM02.
  1 records found for #637: "954925267279".NM02.
  1 records found for #639: "954925267280".NM02.
  1 records found for #641: "954925267281".NM02.
  1 records found for #643: "954925267282".NM02.
  1 records found for #645: "954925267283".NM02.
  1 records found for #647: "954925267284".NM02.
  1 records found for #649: "954925267285".NM02.
  1 records found for #651: "954925267286".NM02.
  1 records found for #653: "954925267287".NM02.
  1 records found for #655: "954925267288".NM02.
  1 records found for #657: "954925267289".NM02.
  1 records found for #659: "954925267290".NM02.
  1 records found for #661: "954925267291".NM02.
  1 records found for #663: "954925267292".NM02.
  1 records found for #665: "954925267293".NM02.
  1 records found for #667: "954925267294".NM02.
  1 records found for #669: "954925268295".NM02.
  1 records found for #671: "954925268296".NM02.
  1 records found for #673: "954925268297".NM02.
  1 records found for #675: "954925268298".NM02.
  1 records found for #677: "954925268299".NM02.
  1 records found for #679: "954925268300".NM02.
  1 records found for #681: "954925268301".NM02.
  1 records found for #683: "954925268302".NM02.
  1 records found for #685: "954925268303".NM02.
  1 records found for #687: "954925268304".NM02.
  1 records found for #689: "954925268305".NM02.
  1 records found for #691: "954925268306".NM02.
  1 records found for #693: "954925268307".NM02.
  1 records found for #695: "954925268308".NM02.
  1 records found for #697: "954925268310".NM02.
  1 records found for #699: "954925268311".NM02.
  1 records found for #701: "954925268312".NM02.
  1 records found for #703: "954925268313".NM02.
  1 records found for #705: "954925268315".NM02.
  1 records found for #707: "954925268316".NM02.
  1 records found for #709: "954925268317".NM02.
  1 records found for #711: "954925268318".NM02.
  1 records found for #713: "954925268319".NM02.
  1 records found for #715: "954925269320".NM02.
  1 records found for #717: "954925269321".NM02.
  1 records found for #719: "954925269322".NM02.
  1 records found for #721: "954925269323".NM02.
  1 records found for #723: "954925269324".NM02.
  1 records found for #725: "954925269325".NM02.
  1 records found for #727: "954925269326".NM02.
  1 records found for #729: "954925269328".NM02.
  1 records found for #731: "954925269329".NM02.
  1 records found for #733: "954925269330".NM02.
  1 records found for #735: "954925269331".NM02.
  1 records found for #737: "954925269332".NM02.
  1 records found for #739: "954925269333".NM02.
  1 records found for #741: "954925269334".NM02.
  1 records found for #743: "954925269335".NM02.
  1 records found for #745: "954925269336".NM02.
  1 records found for #747: "954925269337".NM02.
  1 records found for #749: "954925269338".NM02.
  1 records found for #751: "954925269339".NM02.
  1 records found for #753: "954925269340".NM02.
  1 records found for #755: "954925269341".NM02.
  1 records found for #757: "954925269342".NM02.
  1 records found for #759: "954925269343".NM02.
  1 records found for #761: "954925269344".NM02.
  1 records found for #763: "954925269345".NM02.
  1 records found for #765: "954925269346".NM02.
  1 records found for #767: "954925270347".NM02.
  1 records found for #769: "954925270348".NM02.
  1 records found for #771: "954925270349".NM02.
  1 records found for #773: "954925270350".NM02.
  1 records found for #775: "954925270351".NM02.
  1 records found for #777: "954925270352".NM02.
  1 records found for #779: "954925270353".NM02.
  1 records found for #781: "954925270354".NM02.
  1 records found for #783: "954925270355".NM02.
  1 records found for #785: "954925270356".NM02.
  1 records found for #787: "954925270357".NM02.
  1 records found for #789: "954925270358".NM02.
  1 records found for #791: "954925270359".NM02.
  1 records found for #793: "954925270360".NM02.
  1 records found for #795: "954925270361".NM02.
  1 records found for #797: "954925270362".NM02.
  1 records found for #799: "954925270363".NM02.
  1 records found for #801: "954925270364".NM02.
  1 records found for #803: "954925270365".NM02.
  1 records found for #805: "954925270366".NM02.
  1 records found for #807: "954925270367".NM02.
  1 records found for #809: "954925270368".NM02.
  1 records found for #811: "954925270369".NM02.
  1 records found for #813: "954925270370".NM02.
  1 records found for #815: "954925270371".NM02.
  1 records found for #817: "954925270372".NM02.
  1 records found for #819: "954925270373".NM02.
  1 records found for #821: "954925270374".NM02.
  1 records found for #823: "954925271375".NM02.
  1 records found for #825: "954925271377".NM02.
  1 records found for #827: "954925271378".NM02.
  1 records found for #829: "954925271379".NM02.
  1 records found for #831: "954925271380".NM02.
  1 records found for #833: "954925271381".NM02.
  1 records found for #835: "954925271382".NM02.
  1 records found for #837: "954925271383".NM02.
  1 records found for #839: "954925271384".NM02.
  1 records found for #841: "954925271386".NM02.
  1 records found for #843: "954925271387".NM02.
  1 records found for #845: "954925271388".NM02.
  1 records found for #847: "954925271389".NM02.
  1 records found for #849: "954925271390".NM02.
  1 records found for #851: "954925271391".NM02.
  1 records found for #853: "954925271392".NM02.
  1 records found for #855: "954925271393".NM02.
